0.0001	1.0001
0.0002	1.0002
0.0003	1.0003
0.0004	1.0004
0.0005	1.0005
0.0006	1.0006
0.0007	1.0007
0.0008	1.0008
0.0009	1.0009
0.001	1.001
0.0011	1.0011
0.0012	1.0012
0.0013	1.0013
0.0014	1.0014
0.0015	1.0015
0.0016	1.0016
0.0017	1.0017
0.0018	1.0018
0.0019	1.0019
0.002	1.002
0.0021	1.0021
0.0022	1.0022
0.0023	1.0023
0.0024	1.0024
0.0025	1.0025
0.0026	1.0026
0.0027	1.0027
0.0028	1.0028
0.0029	1.0029
0.003	1.003
0.0031	1.0031
0.0032	1.0032
0.0033	1.0033
0.0034	1.0034
0.0035	1.0035
0.0036	1.0036
0.0037	1.0037
0.0038	1.0038
0.0039	1.0039
0.004	1.004
0.0041	1.0041
0.0042	1.0042
0.0043	1.0043
0.0044	1.0044
0.0045	1.0045
0.0046	1.00461
0.0047	1.00471
0.0048	1.00481
0.0049	1.00491
0.005	1.00501
0.0051	1.00511
0.0052	1.00521
0.0053	1.00531
0.0054	1.00541
0.0055	1.00551
0.0056	1.00561
0.0057	1.00571
0.0058	1.00581
0.0059	1.00591
0.006	1.00601
0.0061	1.00611
0.0062	1.00621
0.0063	1.00631
0.0064	1.00641
0.0065	1.00651
0.0066	1.00661
0.0067	1.00671
0.0068	1.00681
0.0069	1.00691
0.007	1.00701
0.0071	1.00711
0.0072	1.00721
0.0073	1.00731
0.0074	1.00741
0.0075	1.00751
0.0076	1.00761
0.0077	1.00771
0.0078	1.00782
0.0079	1.00792
0.008	1.00802
0.0081	1.00812
0.0082	1.00822
0.0083	1.00832
0.0084	1.00842
0.0085	1.00852
0.0086	1.00862
0.0087	1.00872
0.0088	1.00882
0.0089	1.00892
0.009	1.00902
0.0091	1.00912
0.0092	1.00922
0.0093	1.00932
0.0094	1.00942
0.0095	1.00952
0.0096	1.00962
0.0097	1.00972
0.0098	1.00982
0.0099	1.00992
0.01	1.01002
0.0101	1.01013
0.0102	1.01023
0.0103	1.01033
0.0104	1.01043
0.0105	1.01053
0.0106	1.01063
0.0107	1.01073
0.0108	1.01083
0.0109	1.01093
0.011	1.01103
0.0111	1.01113
0.0112	1.01123
0.0113	1.01133
0.0114	1.01143
0.0115	1.01153
0.0116	1.01163
0.0117	1.01173
0.0118	1.01183
0.0119	1.01194
0.012	1.01204
0.0121	1.01214
0.0122	1.01224
0.0123	1.01234
0.0124	1.01244
0.0125	1.01254
0.0126	1.01264
0.0127	1.01274
0.0128	1.01284
0.0129	1.01294
0.013	1.01304
0.0131	1.01314
0.0132	1.01324
0.0133	1.01334
0.0134	1.01344
0.0135	1.01355
0.0136	1.01365
0.0137	1.01375
0.0138	1.01385
0.0139	1.01395
0.014	1.01405
0.0141	1.01415
0.0142	1.01425
0.0143	1.01435
0.0144	1.01445
0.0145	1.01455
0.0146	1.01465
0.0147	1.01475
0.0148	1.01485
0.0149	1.01496
0.015	1.01506
0.0151	1.01516
0.0152	1.01526
0.0153	1.01536
0.0154	1.01546
0.0155	1.01556
0.0156	1.01566
0.0157	1.01576
0.0158	1.01586
0.0159	1.01596
0.016	1.01606
0.0161	1.01616
0.0162	1.01627
0.0163	1.01637
0.0164	1.01647
0.0165	1.01657
0.0166	1.01667
0.0167	1.01677
0.0168	1.01687
0.0169	1.01697
0.017	1.01707
0.0171	1.01717
0.0172	1.01727
0.0173	1.01737
0.0174	1.01748
0.0175	1.01758
0.0176	1.01768
0.0177	1.01778
0.0178	1.01788
0.0179	1.01798
0.018	1.01808
0.0181	1.01818
0.0182	1.01828
0.0183	1.01838
0.0184	1.01848
0.0185	1.01859
0.0186	1.01869
0.0187	1.01879
0.0188	1.01889
0.0189	1.01899
0.019	1.01909
0.0191	1.01919
0.0192	1.01929
0.0193	1.01939
0.0194	1.01949
0.0195	1.01959
0.0196	1.0197
0.0197	1.0198
0.0198	1.0199
0.0199	1.02
0.02	1.0201
0.0201	1.0202
0.0202	1.0203
0.0203	1.0204
0.0204	1.0205
0.0205	1.0206
0.0206	1.02071
0.0207	1.02081
0.0208	1.02091
0.0209	1.02101
0.021	1.02111
0.0211	1.02121
0.0212	1.02131
0.0213	1.02141
